"","hotel_name","address","city_sector","miles_to_city_center","guest_rating_score","guest_rating_verbal","num_of_hotel_com_reviews","trip_advisor_rating","price_for_period_USD","checkin","checkout","q_adults","q_children","hotel_id","star_rating","hotel_coordinates","num_of_rooms","num_of_floors","rest","bar_lounge","gym","meeting_room","ac","wifi","laundry","pool","parking"
"21","ABC Hyde Park Hotel","119-121 Sussex Gardens, Paddington, London, England, W2 2RU, United Kingdom, 866-573-4235","Paddington",2,6.8,"Good",253,"3","114","2019-11-29","2019-11-30",2,0,330391,3,"51.51552,-0.171683","37","4",0,0,0,0,0,1,0,0,1
"22","Abercorn House","28-30 Bute Gardens, Hammersmith, London, England, W6 7DS, United Kingdom, 866-573-4235","Hammersmith",4.2,7.2,"Good",369,"3","47","2019-11-29","2019-11-30",2,0,647029,2,"51.49431,-0.22229","125",NA,0,0,0,0,0,1,1,0,0
"23","Absolute Pleasure Yacht","Behind Hertsmere Rd West India Quay, Tower Hamlets, London, England, E14 4ED, United Kingdom, 866-573-4235","Canary Wharf",4.5,NA,NA,NA,NA,"2","2019-11-29","2019-11-30",2,0,747276128,4,"51.5069,-0.02202","3","11",0,0,0,0,0,0,0,0,1
"24","Accommodation London Bridge","58 Great Dover Street, London, England, SE1 4YF, United Kingdom, 866-573-4235","Bermondsey",1.8,8.4,"Very Good",243,"4","161","2019-11-29","2019-11-30",2,0,514180,2.5,"51.497632,-0.089779","44","3",0,0,0,0,0,1,0,0,0
"25","Ace Hotel London Shoreditch","100 Shoreditch High Street, London, England, E1 6JQ, United Kingdom, 866-573-4235","Shoreditch",2.5,8.6,"Fabulous",667,"4","154","2019-11-29","2019-11-30",2,0,220408,5,"51.525664,-0.077714","258","7",1,1,1,1,1,1,1,0,0
"26","Acorn - Byng Place Apartments","1 Byng Place, Camden, London, England, WC1E 7JJ, United Kingdom, 866-573-4235","Bloomsbury",1.1,6.6,"Good",27,NA,"167","2019-11-29","2019-11-30",2,0,550793,4,"51.522988,-0.131302","15","4",0,0,0,0,0,1,1,0,0
"27","Acton Town Hotel","109 - 113 Gunnersbury Lane, Acton, London, England, W3 8HQ, United Kingdom, 866-573-4235","Acton",6.5,6,"Good",181,"2","54","2019-11-29","2019-11-30",2,0,443342,2,"51.503571,-0.279937","33","3",0,0,0,0,0,1,0,0,1
"28","Admiral Hotel at Park Avenue","143 Sussex Gardens, Hyde Park, London, England, W2 2RY, United Kingdom, 866-573-4235","Paddington",2,6.8,"Good",13,"3","107","2019-11-29","2019-11-30",2,0,494511,3,"51.515196,-0.172652","22","4",1,1,0,1,0,1,0,0,1
"29","Adria Hotel","44-46 Glenthorne Road, London, England, W6 0LS, United Kingdom, 866-573-4235","Hammersmith",4.4,8.4,"Very Good",196,"4","99","2019-11-29","2019-11-30",2,0,320290,3,"51.494415,-0.228953","30","3",0,0,0,0,0,1,0,0,1
"30","Airport Guest House","558-560 London Road, Slough, England, SL3 8QF, United Kingdom, 866-573-4235","Slough",18,7.8,"Good",26,"3.5","72","2019-11-29","2019-11-30",2,0,384194176,3,"51.48886,-0.53509","30",NA,0,0,0,0,0,1,0,0,1
"31","Airport home","Cardington Square, Hounslow, England, TW4 6AL, United Kingdom, 866-573-4235","Hounslow",12,NA,NA,NA,NA,"68","2019-11-29","2019-11-30",2,0,1235481056,3,"51.464934,-0.390724","2",NA,0,0,0,0,0,1,1,0,0
"32","Airport Inn Gatwick","Longbridge Roundabout, Horley, England, RH6 0AB, United Kingdom, 866-573-4235","Horley",NA,6.2,"Good",1219,"3","50","2019-11-29","2019-11-30",2,0,175033,3,"51.167074,-0.179354","125","6",1,1,0,1,0,1,0,0,1
"33","Al Iràm Guest House London UK","9 Regal Cl, London, England, E1 5JB, United Kingdom, 866-573-4235","Whitechapel",2.8,4,"",NA,NA,"77","2019-11-29","2019-11-30",2,0,1164378784,3,"51.519189,-0.064243","5",NA,0,0,0,0,0,1,0,0,1
"34","Albany Hotel","34 Tavistock Place, Russell Square, Bloomsbury, London, England, WC1H 9RE, United Kingdom, 866-573-4235","Bloomsbury",1.2,5.8,"",101,"3","80","2019-11-29","2019-11-30",2,0,622460,2.5,"51.525441,-0.126041","13",NA,0,1,0,0,0,1,0,0,0
"35","Albion House Hotel","29 Argyle Square, London, England, WC1H 8AL, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.5,5.2,"",66,"2.5","101","2019-11-29","2019-11-30",2,0,451332,3,"51.528606,-0.121713","40",NA,0,0,0,0,0,1,0,0,0
"36","Aldgate Apartments","331-335 Commercial Road, London, England, E1 2PS, United Kingdom, 866-573-4235","Whitechapel",3.2,4,"",2,NA,"189","2019-11-29","2019-11-30",2,0,743602816,4,"51.51426,-0.05442","2","11",0,0,0,0,0,0,0,0,1
"37","Alexander Pope","Cross Deep, Twickenham, England, TW1 4RB, United Kingdom, 866-573-4235","Richmond-upon-Thames",9.9,8.8,"Fabulous",101,"4","110","2019-11-29","2019-11-30",2,0,398805,3.5,"51.441164,-0.332575","32","3",1,1,0,1,1,1,1,0,1
"38","Alexandra Hotel","159/161 Sussex Gardens Hyde Park, London, England, W2 2RY, United Kingdom, 866-573-4235","Paddington",2,6.6,"Good",432,"2.5","100","2019-11-29","2019-11-30",2,0,307312,2.5,"51.514935,-0.172719","97",NA,0,0,0,0,0,1,0,0,1
"39","Alhambra Hotel","17-19 Argyle Street, London, England, WC1H 8EJ, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.5,7.8,"Good",809,"4","108","2019-11-29","2019-11-30",2,0,315467,2.5,"51.52918,-0.12376","52","3",0,0,0,0,0,1,0,0,0
"40","Alma House","56 Alma Road, Windsor, England, SL4 3HA, United Kingdom, 866-573-4235","Windsor",NA,8.8,"Fabulous",48,"4.5","75","2019-11-29","2019-11-30",2,0,384196192,4.5,"51.47839,-0.6161","5",NA,0,0,0,0,0,1,0,0,1
"41","Aloft London Excel","1 Eastern Gateway, Royal Victoria Dock, London, England, E16 1FR, United Kingdom, 866-573-4235","Docklands",7,8.8,"Fabulous",685,"4","89","2019-11-29","2019-11-30",2,0,375509,4,"51.508031,0.035762","252","8",1,1,1,1,0,1,0,1,1
"42","Amazing London","21 Chigwell Rd, London, England, E18 1LR, United Kingdom, 866-573-4235","London",8.9,6.6,"Good",3,"4","107","2019-11-29","2019-11-30",2,0,1071343648,4,"51.590056,0.03203","8",NA,0,0,0,0,0,0,1,0,1
"43","Amba Hotel Charing Cross","The Strand, London, England, WC2N 5HX, United Kingdom, 866-573-4235","West End",0.1,9.2,"Superb",985,"5","243","2019-11-29","2019-11-30",2,0,225288,4,"51.508571,-0.124946","239","6",1,1,1,1,1,1,1,0,0
"44","Amba Hotel Marble Arch","Bryanston Street, Marble Arch, London, England, W1H 7EH, United Kingdom, 866-573-4235","City of Westminster",1.3,8.6,"Fabulous",651,"4.5","287","2019-11-29","2019-11-30",2,0,105507,4,"51.514461,-0.156714","692",NA,1,1,1,1,1,1,1,0,1
"45","Ambassadors Bloomsbury","12 Upper Woburn Place, London, England, WC1H 0HX, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.3,7.6,"Good",574,"3.5","136","2019-11-29","2019-11-30",2,0,206451,4,"51.52662,-0.129937","100","6",1,1,1,1,1,1,1,0,0
"46","Ambassadors Hotel","16 Collingham Road, Kensington, London, England, SW5 0LX, United Kingdom, 866-573-4235","Earl's Court",2.8,6.2,"Good",841,"2.5","85","2019-11-29","2019-11-30",2,0,122282,3,"51.493872,-0.188486","150","6",0,0,0,0,0,1,1,0,0
"47","Amber Residence Hotel","42-44 Gloucester Place, Marylebone, London, England, W1U 8HF, United Kingdom, 866-573-4235","City of Westminster",1.5,6.6,"Good",93,"3.5","96","2019-11-29","2019-11-30",2,0,73112128,2.5,"51.51795,-0.15787","36",NA,0,0,0,0,0,1,1,0,1
"48","Americana Hotel","172 Gloucester Place, London, England, NW1 6DS, United Kingdom, 866-573-4235","Marylebone",1.8,7,"Good",224,"3.5","125","2019-11-29","2019-11-30",2,0,3107904,3,"51.524579,-0.160926","29","6",0,0,0,0,0,1,0,0,0
"49","Andaz London Liverpool Street - a concept by Hyatt","40 Liverpool Street, London, England, EC2M 7QN, United Kingdom, 866-573-4235","The City of London",2.1,9.2,"Superb",539,"4.5","191","2019-11-29","2019-11-30",2,0,169262,5,"51.517199,-0.081676","267",NA,1,1,0,1,1,1,1,0,0
"50","Anderson Suites","20 Upper Berkeley St, London, England, W1H 7PF, United Kingdom, 866-573-4235","City of Westminster",1.5,NA,NA,NA,NA,"181","2019-11-29","2019-11-30",2,0,1216494688,3.5,"51.515531,-0.160575","7",NA,0,0,0,0,0,1,1,0,0
"51","Antoinette Hotel Wimbledon","249 - 263 The Broadway, Wimbledon, London, England, SW19 1SD, United Kingdom, 866-573-4235","London",6.7,8.4,"Very Good",227,"4","70","2019-11-29","2019-11-30",2,0,261456,3,"51.419454,-0.195012","50","2",0,1,0,1,1,1,0,0,1
"52","Anwar House","31 Collingaham Place, Earls Court, London, England, SW5 0QF, United Kingdom, 866-573-4235","Earl's Court",2.8,5.4,"",50,"2.5","84","2019-11-29","2019-11-30",2,0,542912,2.5,"51.493813,-0.189886","15",NA,0,0,0,0,0,0,0,0,0
"53","Aparthotel Adagio London Brentford (Opening October 2018)","Great West Road, Brentford, England, TW8 0GA, United Kingdom, 866-573-4235","Brentford",7.7,9,"Superb",469,"4.5","76","2019-11-29","2019-11-30",2,0,486094,4,"51.490613,-0.303654","100",NA,0,0,1,0,1,1,1,0,1
"54","Apartment in Shoreditch Central London","354 Bethnal Green Rd, London, England, E2 0AJ, United Kingdom, 866-573-4235","Bethnal Green",3.1,NA,NA,NA,NA,"151","2019-11-29","2019-11-30",2,0,1220975424,4,"51.526518,-0.062491",NA,NA,0,0,0,0,0,0,0,0,1
"55","Apartment near London Bridge and Borough","3 Douglas Building, London, England, E2 0QN, United Kingdom, 866-573-4235","Newington",1.5,NA,NA,NA,NA,"226","2019-11-29","2019-11-30",2,0,1159056192,4,"51.501445,-0.09485","2",NA,0,0,0,0,0,1,0,0,1
"56","Apartments Camden Town","41 Greenland Road, London, England, NW1 0AX, United Kingdom, 866-573-4235","Camden Town",2.3,7,"Good",32,NA,"73","2019-11-29","2019-11-30",2,0,755247168,4,"51.539673,-0.139911","6",NA,0,0,0,0,0,1,0,0,0
"57","Apartments Inn London Lancaster","5 Sussex Place, London, England, W2 2SX, United Kingdom, 866-573-4235","Paddington",2,6.8,"Good",266,"2.5","203","2019-11-29","2019-11-30",2,0,487806,4,"51.514474,-0.172603","14","4",0,0,0,0,0,1,0,0,0
"58","Apartments Inn London Pimlico","25 St. Georges Square, Westminster Borough, London, England, SW1V 1HX, United Kingdom, 866-573-4235","Victoria",1.3,7,"Good",204,"3","203","2019-11-29","2019-11-30",2,0,487804,4,"51.488953,-0.135166","14",NA,0,0,0,0,0,1,0,0,0
"59","Apex City of London Hotel","1 Seething Lane, London, England, EC3N 4AX, United Kingdom, 866-573-4235","The City of London",2.1,9.2,"Superb",1790,"4.5","154","2019-11-29","2019-11-30",2,0,231415,4,"51.510534,-0.079265","209","7",1,1,1,1,1,1,1,0,0
"60","Apex London Wall Hotel","7-9 Copthall Avenue, London, England, EC2R 7NJ, United Kingdom, 866-573-4235","The City of London",1.8,9.2,"Superb",583,"4.5","163","2019-11-29","2019-11-30",2,0,326855,4,"51.51602,-0.08792","89","7",1,1,1,1,1,1,1,0,0
"61","Apex Temple Court Hotel","1-2 Serjeants Inn, Fleet Street, London, England, EC4Y 1AG, United Kingdom, 866-573-4235","Temple",0.9,9.4,"Exceptional",1439,"4.5","1","2019-11-29","2019-11-30",2,0,400461,4,"51.513617,-0.108428","204","5",1,1,1,0,1,1,1,0,0
"62","Apollo Hotel","64-66 Queensborough Terrace, Bayswater, London, England, W2 3SH, United Kingdom, 866-573-4235","Paddington",2.5,3.8,"",94,"1.5","268","2019-11-29","2019-11-30",2,0,194091,2,"51.511237,-0.185137","46","7",0,1,0,0,0,0,0,0,1
"63","Apple House Guest House Heathrow Airport","165 West End Lane, Harlington, Hayes, England, UB3 5LY, United Kingdom, 866-573-4235","Harlington",14,7,"Good",51,"3","54","2019-11-29","2019-11-30",2,0,398882,2.5,"51.48516,-0.441976","5","1",0,0,0,0,1,1,0,0,1
"64","Aquarius Hotel ","20-22 Hogarth Road, Earl's Court, London, England, SW5 0PT, United Kingdom, 866-573-4235","Earl's Court",3,5.2,"",368,"2","66","2019-11-29","2019-11-30",2,0,495866,2,"51.493131,-0.192441","41","3",0,0,0,0,0,1,0,0,0
"65","Aragon House","247 New King's Road, London, England, SW6 4LS, United Kingdom, 866-573-4235","Hammersmith and Fulham",4,10,"Exceptional",NA,"5","230","2019-11-29","2019-11-30",2,0,1210502400,3.5,"51.47234,-0.200398","15",NA,1,1,0,1,0,1,0,0,0
"66","Arbor City Hotel","12-20 Osborn Street, City Hotel Apartments/12, London, England, E1 6TE, United Kingdom, 866-573-4235","Whitechapel",2.6,8.6,"Fabulous",418,"4.5","111","2019-11-29","2019-11-30",2,0,203661,4,"51.516441,-0.069935","115","6",1,1,0,1,1,1,1,0,1
"67","Ardmore House Hotel","54 Lemsford Rd, St Albans, England, AL1 3PR, United Kingdom, 866-573-4235","St Albans",NA,8.2,"Very Good",125,"4","106","2019-11-29","2019-11-30",2,0,309349,3,"51.75683,-0.32599","40","3",1,1,0,1,0,1,1,0,1
"68","Aron Guest House","27 South Ealing Road, London, England, W5 4QT, United Kingdom, 866-573-4235","London",7.7,6.8,"Good",22,"2","66","2019-11-29","2019-11-30",2,0,412578,3,"51.503005,-0.306952","12",NA,0,0,0,0,0,1,0,0,1
"69","Arosfa","83 Gower Street, London, England, WC1E 6HJ, United Kingdom, 866-573-4235","Bloomsbury",NA,8.8,"Fabulous",318,"4.5","146","2019-11-29","2019-11-30",2,0,318727,3,"51.522331,-0.132485","16","4",0,0,0,0,0,1,0,0,0
"70","Arriva Hotel","47-55 Swinton Street, Kings Cross, London, England, WC1X 9NT, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.5,6.8,"Good",435,"2.5","88","2019-11-29","2019-11-30",2,0,207775,2.5,"51.528864,-0.118539","75",NA,0,0,0,0,0,1,0,0,0
"71","ARS Guest House","5 Court St, London, England, E1 1DG, United Kingdom, 866-573-4235","Whitechapel",3,3,"",2,NA,"46","2019-11-29","2019-11-30",2,0,1244561120,3,"51.51911,-0.061407","9",NA,0,0,0,0,0,0,0,0,0
"72","Artillery Row","Artillery Row, London, England, SW1P 1RZ, United Kingdom, 866-573-4235","Victoria",0.8,10,"Exceptional",NA,NA,"457","2019-11-29","2019-11-30",2,0,1166897920,4,"51.496781,-0.135823",NA,NA,0,0,0,0,0,0,0,0,1
"73","Artist Residence London","52 Cambridge Street, London, England, SW1V 4QQ, United Kingdom, 866-573-4235","Victoria",1.4,9.6,"Exceptional",37,"4.5","299","2019-11-29","2019-11-30",2,0,529445,4,"51.490599,-0.144749","10","5",1,1,0,1,1,1,1,0,1
"74","Ascot Hyde Park Hotel","11, Craven Road, Paddington, London, England, W2 3BP, United Kingdom, 866-573-4235","Paddington",2.2,5.2,"",267,"2","113","2019-11-29","2019-11-30",2,0,195317,2.5,"51.514786,-0.1767","66","5",0,0,0,1,0,1,0,0,0
"75","Ashburn Hotel","111 Cromwell Road, London, England, SW7 4DP, United Kingdom, 866-573-4235","Earl's Court",2.7,8.8,"Fabulous",569,"4.5","180","2019-11-29","2019-11-30",2,0,151410,4,"51.494772,-0.186","38","7",0,1,1,0,1,1,1,0,0
"76","Ashley Hotel","13-17 Norfolk Square, Paddington, London, England, W2 1RU, United Kingdom, 866-573-4235","Paddington",2,5.8,"",572,"2.5","90","2019-11-29","2019-11-30",2,0,269606,3,"51.515586,-0.173617","50","4",0,0,0,0,0,1,0,0,0
"77","Aspen Apartments","176 Sussex Gardens, Paddington, London, England, W2 1TP, United Kingdom, 866-573-4235","Paddington",2,7,"Good",57,"3.5","122","2019-11-29","2019-11-30",2,0,316534,3.5,"51.51469,-0.17356","15","5",1,1,0,0,0,1,0,0,1
"78","Assaha Hyde Park Apartments","16 Westbourne Street Lancaster Gate, London, England, W2 2TZ, United Kingdom, 866-573-4235","Paddington",2.1,6.4,"Good",157,"2.5","114","2019-11-29","2019-11-30",2,0,415729,3,"51.512662,-0.175186","21","4",0,0,0,0,0,1,0,0,1
"79","Assembly Hotel London","27 - 31 Charing Cross Road, London, England, WC2H 0LS, United Kingdom, 866-573-4235","West End",0.2,8.8,"Fabulous",1171,"4.5","190","2019-11-29","2019-11-30",2,0,769004992,3.5,"51.51053,-0.12862","121",NA,0,1,0,0,1,1,0,0,0
"80","Astor Court Hotel","20 Hallam Street, London, England, W1W 6JQ, United Kingdom, 866-573-4235","Marylebone",1.1,7.4,"Good",337,"3.5","180","2019-11-29","2019-11-30",2,0,121279,3,"51.519699,-0.14327","40","7",0,0,0,1,0,1,1,0,0
"81","Astoria Hotel","100 Sussex Gardens, London, England, W2 1UH, United Kingdom, 866-573-4235","Paddington",2,7,"Good",134,"3","98","2019-11-29","2019-11-30",2,0,481013,3,"51.516247,-0.171121","23","3",0,0,0,0,0,1,0,0,1
"82","Astors Belgravia","106-112 Ebury Street, London, England, SW1W 9QD, United Kingdom, 866-573-4235","Victoria",1.4,7.6,"Good",362,"3.5","130","2019-11-29","2019-11-30",2,0,546692,3.5,"51.493564,-0.149967","47",NA,0,0,0,0,1,1,0,0,0
"83","At Home Chiswick","45 Glebe Street, Chiswick, London, England, W4 2BE, United Kingdom, 866-573-4235","Hammersmith and Fulham",5.7,6.2,"Good",8,"2.5","71","2019-11-29","2019-11-30",2,0,296464,2,"51.491055,-0.257723","4","2",0,0,0,0,0,1,1,0,1
"84","Athena","110/114 Sussex Gardens, Hyde Park, London, England, W2 1UA, United Kingdom, 866-573-4235","Paddington",2,7.8,"Good",1376,"3.5","99","2019-11-29","2019-11-30",2,0,290279,3,"51.51593,-0.171745","36","4",0,0,0,0,0,1,0,0,1
"85","Atrium Hotel Heathrow","Great South-West Rd, Feltham, England, TW14 0AW, United Kingdom, 866-573-4235","Feltham",13,7.2,"Good",36,"3","53","2019-11-29","2019-11-30",2,0,889564352,4,"51.46661,-0.42061","612","5",1,1,1,1,1,1,1,1,1
"86","Austin Suites","4 Hackney Road, London, England, E2 7NS, United Kingdom, 866-573-4235","Shoreditch",2.6,6.4,"Good",6,"1","121","2019-11-29","2019-11-30",2,0,1029457920,3,"51.52732,-0.07714","1",NA,0,0,0,0,0,1,0,0,0
"87","Avni Kensington Hotel","40-44 Harrington Gardens, Kensington and Chelsea, London, England, SW7 4LT, United Kingdom, 866-573-4235","South Kensington",2.7,6.8,"Good",339,"3","142","2019-11-29","2019-11-30",2,0,17661504,3.5,"51.492495,-0.186451","83","7",0,1,0,0,0,1,1,0,0
"88","Avo Hotel","82 Dalston Lane, London, England, E8 3AH, United Kingdom, 866-573-4235","Dalston",3.6,8.6,"Fabulous",20,"4.5","91","2019-11-29","2019-11-30",2,0,738484992,3.5,"51.54606,-0.07008","6",NA,1,0,0,0,0,0,0,0,1
"89","Avoca House Hotel","46 Belsize Park, Hampstead, London, England, NW3 4EG, United Kingdom, 866-573-4235","Hampstead",3.3,8,"Very Good",210,"4","86","2019-11-29","2019-11-30",2,0,285954,2.5,"51.546295,-0.173617","9","4",0,0,0,0,0,1,0,0,0
"90","Avonmore Hotel Cartwright Gardens","57 Cartwright Gardens, London, England, WC1H 9EL, United Kingdom, 866-573-4235","Bloomsbury",1.3,6.4,"Good",105,"3","137","2019-11-29","2019-11-30",2,0,285955,3,"51.526256,-0.126604","15","3",0,0,0,0,0,1,0,0,0
"91","Aziz Manzil","49 Zealand Ave, West Drayton, England, UB7 0BW, United Kingdom, 866-573-4235","West Drayton",15,9.6,"Exceptional",11,NA,"181","2019-11-29","2019-11-30",2,0,791680480,3,"51.48369,-0.47563","2",NA,0,0,0,0,0,1,1,0,1
"92","B+B Belgravia","64-66 Ebury Street, London, England, SW1W 9QD, United Kingdom, 866-573-4235","Victoria",1.3,8,"Very Good",533,"4","147","2019-11-29","2019-11-30",2,0,444634,4,"51.494413,-0.148957","26","3",0,0,0,0,0,1,0,0,0
"93","Baker Street","99 Baker Street, London, England, W1U 6LW, United Kingdom, 866-573-4235","Marylebone",1.5,2,"",NA,NA,"365","2019-11-29","2019-11-30",2,0,730211712,3.5,"51.5206,-0.15707",NA,NA,0,0,0,0,0,0,0,0,1
"94","Balham Lodge","204 Bedford Hill, London, England, SW12 9HJ, United Kingdom, 866-573-4235","London",NA,8.6,"Fabulous",103,"4","86","2019-11-29","2019-11-30",2,0,626721632,3,"51.43633,-0.14523","17",NA,0,0,0,0,0,1,0,0,1
"95","Balmoral House Hotel","156 Sussex Gardens, London, England, W2 1UD, United Kingdom, 866-573-4235","Paddington",2,7.6,"Good",124,"3.5","132","2019-11-29","2019-11-30",2,0,417134,2.5,"51.515142,-0.173061","18","4",0,0,0,0,0,1,0,0,1
"96","Barbican Rooms","42-46 Chiswell Street, London, England, EC1Y 4SB, United Kingdom, 866-573-4235","The City of London",1.8,8.6,"Fabulous",165,"4.5","164","2019-11-29","2019-11-30",2,0,427926,4.5,"51.520872,-0.090911","55","5",1,1,1,0,1,1,1,0,1
"97","Batty Langley's","12 Folgate Street, Spitalfields, London, England, E1 6BX, United Kingdom, 866-573-4235","Spitalfields",2.3,9.6,"Exceptional",250,"5","220","2019-11-29","2019-11-30",2,0,576491,4,"51.521005,-0.077975","29","5",0,1,0,1,1,1,1,0,0
"98","Bayswater Inn","8-16 Princes Square, Bayswater, London, England, W2 4NT, United Kingdom, 866-573-4235","Paddington",2.8,6,"Good",628,"2.5","80","2019-11-29","2019-11-30",2,0,140320,3,"51.512944,-0.19218","165",NA,1,0,0,1,0,0,0,0,1
